HEARING	SPEAKER	MAIN SPEAKER	ROLE	TEXT
0201-11-19	Lt Col Vindman	W-Vindman	W-Vindman	I knew I was assuming a lot of risk.
0201-11-19	Lt Col Vindman	W-Vindman	W-Vindman	He did serve. It was a different military though.
0201-11-19	Lt Col Vindman	W-Vindman	W-Vindman	He deeply worried about it because in his context it was the ultimate risk.
0201-11-19	Lt Col Vindman	W-Vindman	W-Vindman	Congressman, because this is America. This is the country I’ve served and defended, that all of my brothers have served, and here right matters.
0201-11-19	Lt Col Vindman	W-Vindman	W-Vindman	Correct.
0201-11-19	Lt Col Vindman	W-Vindman	W-Vindman	Correct.
0201-11-19	Lt Col Vindman	W-Vindman	W-Vindman	That is correct.
0201-11-19	Lt Col Vindman	W-Vindman	W-Vindman	That is correct.
0201-11-19	Lt Col Vindman	W-Vindman	W-Vindman	Yes.
0201-11-19	Lt Col Vindman	W-Vindman	W-Vindman	He re-established himself in his former profession in the United States.
0201-11-19	Lt Col Vindman	W-Vindman	W-Vindman	He did not.
0201-11-19	Lt Col Vindman	W-Vindman	W-Vindman	Yes, sir.
0201-11-19	Lt Col Vindman	W-Vindman	W-Vindman	Correct.
0201-11-19	Lt Col Vindman	W-Vindman	W-Vindman	Correct.
0201-11-19	Lt Col Vindman	W-Vindman	W-Vindman	Correct.
0201-11-19	Lt Col Vindman	W-Vindman	W-Vindman	That is correct.
0201-11-19	Lt Col Vindman	W-Vindman	W-Vindman	Correct.
0201-11-19	Lt Col Vindman	W-Vindman	W-Vindman	Correct.
0201-11-19	Lt Col Vindman	W-Vindman	W-Vindman	I believe so.
0201-11-19	Lt Col Vindman	W-Vindman	W-Vindman	Correct.
0201-11-19	Lt Col Vindman	W-Vindman	W-Vindman	Yes.
0201-11-19	Lt Col Vindman	W-Vindman	W-Vindman	The Ukrainians needed the meeting. The Ukrainians, subsequently, when they found out about it, needed the security assistance.
0201-11-19	Lt Col Vindman	W-Vindman	W-Vindman	I believe so.
0201-11-19	Lt Col Vindman	W-Vindman	W-Vindman	Superb individual.
0201-11-19	Lt Col Vindman	W-Vindman	W-Vindman	I do.
0201-11-19	Lt Col Vindman	W-Vindman	W-Vindman	I do.
0201-11-19	Lt Col Vindman	W-Vindman	W-Vindman	I do.
0201-11-19	Lt Col Vindman	W-Vindman	W-Vindman	I am.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Thank you very much, Mr. Chairman and ranking member. Thank you very much for the opportunity to provide this testimony today. As you know, I was the first person to come forward to testify as part of this inquiry. I did so voluntarily and likewise voluntarily provided relevant documentation in my possession in order to be as cooperative, clear and complete as possible. I am here today voluntarily and I remain committed to cooperating fully and truthfully with this committee. All I can do is provide the facts as I understood them at the time. I did this on October 3rd in private and I will do so again today.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Like many others who have testified in this inquiry, I’m a career foreign policy professional. I began my career as an intelligence analyst for Northern Europe for the Central Intelligence Agency in 1986 before joining the state department in 1988. I served in diplomatic postings, primarily focused on European political and security issues for over 20 years under presidents: Ronald Reagan, George H. W. Bush, Bill Clinton, George W. Bush, and Barack Obama.
0201-11-19	Kurt Volker	W-Volker	W-Volker	My last three positions before leaving the senior foreign service in 2009 were as director for NATO in West European affairs at the National Security Council, principal deputy assistant secretary of state for European affairs at the state department, and finally, as US ambassador to NATO. In the spring of 2017 then secretary of state, Tillerson, asked if I would come back to government service as US Special Representative for Ukraine negotiations. I did this on a part-time, voluntary basis with no salary paid by the US taxpayer simply because I believed it was important to serve our country in this way. I believed I could steer US policy in the right direction. For over two years as US Special Representative for Ukraine negotiations, my singular focus was advancing the foreign policy and national security interests of the United States.
0201-11-19	Kurt Volker	W-Volker	W-Volker	In particular, that meant pushing back on Russian aggression and supporting the development of a strong, resilient, democratic and prosperous Ukraine, one that overcomes a legacy of corruption and becomes integrated into a wider transatlantic community. This is critically important for US national security. If we can stop and reverse Russian aggression in Ukraine, we can prevent it elsewhere. If Ukraine, the cradle of Slavic civilization pre-dating Moscow succeeds as a freedom, loving, prosperous, and secure democracy, it gives us enormous hope that Russia may one day change, providing a better life for Russian people and overcoming its current plague of authoritarianism, corruption, aggression toward neighbors and threats to NATO in the United States. The stakes for the United States and a successful Ukraine could not be higher.
0201-11-19	Kurt Volker	W-Volker	W-Volker	At no time was I aware of or knowingly took apart in an effort to urge Ukraine to investigate former Vice President Biden. As you know from the extensive realtime documentation I have provided, Vice President Biden was not a topic of our discussions. I was not on the July 25th phone call between President Trump and President Zelensky. I was not made aware of any reference to vice president Biden or his son by President Trump until the transcript of that call was released on September 25th, 2019.
0201-11-19	Kurt Volker	W-Volker	W-Volker	From July 7, 2017, until September 27th, 2019, I was the lead US diplomat dealing with Russia’s war on Ukraine. My role was not some irregular channel, but the official channel. I reported directly to secretaries of state: Tillerson and Pompeo kept the national security advisor and secretary of defense well-informed of my efforts and worked closely with Ambassador Masha Yovanovitch, NSC Senior Director Hill, and her successor, Tim Morrison, then-Assistant Secretary Wess Mitchell and his successor acting Assistant Secretary Phil Reeker, Deputy Assistant Secretary George Kent, deputy assistant secretary of defense, Laura Cooper, NSC Director Alex Vindman and many, many others. I have known many of them for several years. It was a team effort.
0201-11-19	Kurt Volker	W-Volker	W-Volker	When Ambassador Yovanovitch left Kyiv, I identified and recommended Bill Taylor to Secretary Pompeo, so we would still have a strong seasoned professional on the ground. For two years before the events at the heart of this investigation took place, I was the most senior US diplomat visiting the conflict zone, meeting with victims of Russia’s aggression, urging increased US security assistance, including lethal defensive weapons, working with Ukrainian President Poroshenko and then his successor President Zelensky and their teams, working with France and Germany and the so-called Norman process, pressing for support from NATO, the EU and OSCE, supporting the OSCE special monitoring mission and engaging in negotiations and other contacts with Russian officials.
0201-11-19	Kurt Volker	W-Volker	W-Volker	At the time I took the position in the summer of 2017, there were major complicated questions swirling in public debate about the direction of US policy towards Ukraine. Would the administration lifts sanctions against Russia? Would it make some kind of grand bargain with Russia in which it would trade recognition of Russia seizure of Ukrainian territory for some other deal in Syria or elsewhere? Would the administration recognized Russia’s claimed annexation of Crimea? Will this just become another frozen conflict?
0201-11-19	Kurt Volker	W-Volker	W-Volker	There are also a vast number of vacancies in key diplomatic positions, so no one was really representing the United States in the negotiating process about ending the war in Eastern Ukraine. During over two years of my tenure as US Special Representative, we fundamentally turned US policy around. US policy towards Ukraine was strong, consistent and enjoyed support across the administration, bipartisan support in Congress and support among our allies and Ukraine. We changed the language commonly used to describe Russia’s aggression.
0201-11-19	Kurt Volker	W-Volker	W-Volker	I was the administration’s most outspoken public figure highlighting Russia’s invasion and occupation of parts of Ukraine, calling out Russia’s responsibility to end the war. I visited the war zone three times, meeting with soldiers and civilians alike, always bringing media with me to try to raise the public visibility of Russia’s aggression and the humanitarian impact on the lives of the citizens of the Donbass. We coordinated closely with our European allies in Canada to maintain a United front against Russian aggression and for Ukraine’s democracy reform, sovereignty and territorial integrity.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Ukraine policy is perhaps the one area where the US and its European allies had to be in, in a lockstep. This coordination help to strengthen US sanctions against Russia and to maintain EU sanctions as well. Along with others in the administration, I strongly advocated for lifting the ban on the sale of lethal defensive weapons or at least the defensive arms to Ukraine, advocated for increasing US security assistance to Ukraine and urged other countries to follow suit. My team and I drafted the Pompeo declaration of July 25th, 2018 in which the secretary clearly and definitively laid out the US policy of non-recognition of Russia’s claimed annexation of Crimea.
0201-11-19	Kurt Volker	W-Volker	W-Volker	I engage with our allies, with Ukraine, and with Russia in negotiations to implement the Minsk agreements, holding a firm line on insisting on the withdrawal of Russian forces dismantling of the so-called people’s republics and restoring Ukrainian sovereignty and territorial integrity. Together with others in the administration, we kept US policy steady through presidential and parliamentary elections in Ukraine and worked hard to strengthen the US-Ukraine bilateral relationship under the new president and government, helping shepherd in a peaceful transition of power in Ukraine.
0201-11-19	Kurt Volker	W-Volker	W-Volker	So in short, whereas two years ago, most observers would have said that time is on Russia’s side, by 2019 when I departed, we had turned the tables and time was now on Ukraine’s side. It’s a tragedy for the United States and for Ukraine that our efforts in this area, which were bearing fruit, have now been thrown into disarray. One of the critical aspects of my role as US Special Representative was that, as the most senior US official appointed to work solely on the Ukraine portfolio, I needed to step forward to provide leadership. If we needed to adopt a policy position, I made the case for it.
0201-11-19	Kurt Volker	W-Volker	W-Volker	If anyone needed to speak out publicly, I would do it. When we failed to get a timely statement about Russia’s illegal attack on Ukraine’s Navy and seizure of Ukraine sailors, I tweeted about it in order to condemn the act. If a problem arose, I knew it was my job to try to fix it. That was my perspective when I learned in May 2019, that we had a significant problem that was impeding our ability to strengthen our support for Ukraine’s new president in his effort to ramp up Ukraine’s fight against corruption and implementation of needed reforms.
0201-11-19	Kurt Volker	W-Volker	W-Volker	I found myself faced with the choice to be aware of a problem and to ignore it or to accept that it was my responsibility to try to fix it. I tried to fix it. The problem was that despite the unanimous positive assessment and recommendations of those of us who were part of the US presidential delegation that attended the inauguration of President Zelensky, President Trump was receiving a different negative narrative about Ukraine and President Zelensky. That narrative was fueled by accusations from Ukraine’s then prosecutor general and conveyed to the president by former mayor, Rudy Giuliani.
0201-11-19	Kurt Volker	W-Volker	W-Volker	As I previously told this committee, I became aware of the negative impact this was having on our policy efforts when four of us, who were a part of the presidential delegation to the inauguration, met as a group with President Trump on May 23rd. We stressed our finding that President Zelensky represented the best chance for getting Ukraine out of the mire of corruption that had been in for over 20 years. We urged him to invite President Zelensky to the White House. The president was very skeptical. Given Ukraine’s history of corruption, that’s understandable.
0201-11-19	Kurt Volker	W-Volker	W-Volker	He said that Ukraine was a corrupt country full of terrible people. He said, “They tried to take me down.” In the course of that conversation, he referenced conversations with Mayor Giuliani. It was clear to me that despite the positive news and recommendations being conveyed by this official delegation about the new president, President Trump had a deeply rooted negative view on your grain rooted in the past. He was receiving other information from other sources, including Mayor Giuliani, that was more negative, causing him to retain this negative view.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Within a few days, on May 29th, President Trump indeed signed the congratulatory letter to President Zelensky, which included an invitation to the president to visit him at the White House. However, more than four weeks passed and we could not nail down a date for the meeting. I came to believe that the president’s long-held negative view towards Ukraine was causing hesitation in actually scheduling the meeting much as we had seen in our Oval Office discussion.
0201-11-19	Kurt Volker	W-Volker	W-Volker	After weeks of reassuring the Ukrainians that it was just a scheduling issue, I decided to tell President Zelensky that we had a problem with the information reaching President Trump from Mayor Giuliani. I did so in a bilateral meeting at a conference on Ukrainian economic reform in Toronto on July 2nd, 2019 where I led the US delegation. I suggested that he called President Trump directly in order to renew their personal relationship and to assure President Trump that he was committed to investigating and fighting corruption, things on which President Zelensky had based his presidential campaign. I was convinced that getting the two presidents to talk with each other would overcome the negative perception of Ukraine that President Trump still harbored. President Zelensky senior aid, Andriy Yermak, approached me several days later to ask to be connected to Mayor Giuliani. I agreed to make that connection. I did so because I understood that the new Ukrainian leadership wanted to convince those, like Mayor Giuliani, who believed such a negative narrative about Ukraine that times have changed and that, under President Zelensky, Ukraine is worthy of US support.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Ukrainians believed that if they could get their own narrative across in a way that convinced Mayor Giuliani that they were serious about fighting corruption and advancing reform, Mayor Giuliani would convey that assessment to President Trump thus correcting the previous negative narrative. That made sense to me and I tried to be helpful. I made clear to the Ukrainians that Mayor Giuliani was a private citizen, the president’s personal lawyer and not representing the US government.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Likewise, in my conversations with Mayor Giuliani, I never considered him to be speaking on the president’s behalf or giving instructions, rather, the information flow was the other way, from Ukraine to Mayor Giuliani in the hopes that this would clear up the information reaching President Trump. On July 10th after hearing from Mr. Yermak, I wrote to Mayor Giuliani to seek to get together and finally on July 19th, we met for breakfast for a longer discussion.
0201-11-19	Kurt Volker	W-Volker	W-Volker	At that meeting, I told Mr. Giuliani that in my view, the prosecutor general with whom he had been speaking, Mr. Lutsenko, was not credible and was acting in a self-serving capacity. To my surprise, Mayor Giuliani said that he had already come to that same conclusion. Mr. Giuliani also mentioned both the accusations about Vice President Biden and about interference in the 2016 election and stressed that all he wanted to see was for Ukraine to investigate what happened in the past and apply its own laws.
0201-11-19	Kurt Volker	W-Volker	W-Volker	… for Ukraine to investigate what happened in the past and apply its own laws. Concerning the allegations, I stress that no one in the new team governing Ukraine had anything to do with anything that may have happened in 2016. They were making television shows at the time. I also said that it’s not credible to me that former Vice President Biden would have been influenced in any way by financial or personal motives in carrying out his duties as vice president. A different issue is whether some individual Ukrainians may have attempted to influence the 2016 election or thought they could buy influence. That is at least plausible given Ukraine’s reputation for corruption, but the accusation that Vice President Biden acted inappropriately did not seem at all credible to me. After that meeting, I connected Mayor Giuliani and Mr. Yermak by text and later by phone. They met in person on August 2nd, 2019.
0201-11-19	Kurt Volker	W-Volker	W-Volker	In conversations with me following that meeting, which I did not attend, Mr. Giuliani said that he had stressed the importance of Ukraine conducting investigations into what happened in the past and Mr. Yermak stressed that he told Mr. Giuliani it is the government’s program to root out corruption and implement reforms and they would be conducting investigations as part of this process anyway. Mr. Giuliani said he believed the Ukrainian president needed to make a statement about fighting corruption and that he had discussed this with Mr. Yermak. I said, I did not think that this would be a problem since that is the government’s position anyway. I followed up with Mr. Yermak and he said that they would indeed be prepared to make a statement. He said it would reference Burisma and 2016 in a wider context of bilateral relations and rooting out corruption anyway. There was no mention of Vice President Biden. Rather in referencing Burisma and 2016 election interference, it was clear to me that he, Mr. Yermak, was only talking about whether any Ukrainians had acted inappropriately.
0201-11-19	Kurt Volker	W-Volker	W-Volker	At this time I was focused on our goal of getting President Zelensky and President Trump to meet with each other and I believe that their doing so would overcome the chronically negative view President Trump had towards Ukraine. I was seeking to solve the problem I saw when we met with President Trump in the Oval Office on May 23rd. As a professional diplomat, I was comfortable exploring whether there was a statement Ukraine could make about its own intentions to investigate possible corruption that would be helpful in convincing Mr. Giuliani to convey to President Trump a more positive assessment of the new leadership in Ukraine. On August 16th, Mr. Yermak shared a draft with me, which I thought looked perfectly reasonable. It did not mention Burisma or 2016 elections but was generic. Ambassador Sondland and I had a further conversation with Mr. Giuliani, who said in his view, in order to be convincing that this government represented real change in Ukraine, the statement should include specific reference to Burisma and 2016. Again, there was no mention of Vice President Biden to these conversations.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Ambassador Sondland and I discussed these points and I edited the statement drafted by Mr. Yermak to include these points to see how it looked. I then discussed it further with Mr. Yermak. He said that for a number of reasons, including the fact that Mr. Lutsenko was still officially the prosecutor general, they did not want to mention Burisma or 2016. I agreed and the idea of putting out a statement was shelved. These were the last conversations I had about this statement, which were on or about August 17 to 18. My last contact with Mr. Giuliani according to my records was on August 13th, until he tried to reach me on September 20th after the impeachment inquiry was launched. At this time, that is to say in the middle of August, I thought the idea of issuing this statement had been definitively scrapped. In September. I was surprised to learn that there had been further discussions with Ukrainians about President Zelensky possibly making a statement in an interview with U.S. media similar to what we had discussed in August
0201-11-19	Kurt Volker	W-Volker	W-Volker	Since these events and since I gave my testimony on October 3rd, a great deal of additional information and perspectives have come to light. I’ve learned many things that I did not know at the time of the events in question. First, at the time I was connecting Mr. Yermak and Mr. Giuliani and discussing with Mr. Yermak and Ambassador Sondland a possible statement that could be made by the Ukrainian president, I did not know of any linkage between the hold on security assistance and Ukraine pursuing investigations. No one had ever said that to me and I never conveyed such a linkage to the Ukrainians. I oppose the hold on U.S. security assistance as soon as I learned about it on July 18th and I thought we could turn it around before the Ukrainians ever knew or became alarmed about it. I did not know the reason for the hold, but I viewed it as a U.S. policy problem that we needed to fix internally and I was confident we would do so.
0201-11-19	Kurt Volker	W-Volker	W-Volker	I believe the Ukrainians became aware of the hold on August 29th and not before. That date is the first time any of them asked me about the hold by forwarding an article that had been published in Politico. When I spoke to the Ukrainians about the hold after August 29th, instead of telling them that they needed to do something to get the hold released, I told them the opposite, that they should not be alarmed, it was an internal U.S. problem and we were working to get it fixed. I did not know others were conveying a different message to them around the same time. Second, I did not know about the strong concerns expressed by then national Security Advisor, John Bolton to members of his NSC staff regarding the discussion of investigations. I participated in the July 10th meeting between National Security Advisor Bolton and then Ukrainian chairman of the National Security and Defense Council, Alex Danylyuk.
0201-11-19	Kurt Volker	W-Volker	W-Volker	As I remember, the meeting was essentially over when Ambassador Sondland made a general comment about investigations. I think all of us thought it was inappropriate. The conversation did not continue and the meeting concluded. Later on in the Ward Room. I may have been engaged in a side conversation or had already left the complex because I do not recall further discussion regarding investigations or Burisma. Third, I did not understand that others believe that any investigation of Ukrainian company, Burisma, which had a history of accusations of corruption was tantamount to investigating Vice President Biden. I drew a sharp distinction between the two. It has long been U.S. policy under multiple administrations to urge Ukraine to investigate and fight internal corruption. I was quite comfortable with Ukraine making its own statement about its own policy of investigating and fighting corruption at home. At the one in person meeting I had with Mayor Giuliani on July 19th, Mayor Giuliani raised and I rejected the conspiracy theory that Vice President Biden would have been influenced in his duties as vice president by money paid to his son.
0201-11-19	Kurt Volker	W-Volker	W-Volker	As I previously testified, I have known Vice President Biden for 24 years, he is an honorable man and I hold him in the highest regard. At no time was I aware of or knowingly took part in an effort to urge Ukraine to investigate former Vice President Biden. And as you know from the extensive documentation I provided, Vice President Biden was not a topic of discussion. I was not on the July 25th phone call between President Trump and President Zelensky. I was not made aware of any reference to Vice President Biden or his son by President Trump until the transcript of that call was released on September 25th, 2019. Throughout this time, I understood that there was an important distinction between Burisma and Biden and I urge the Ukrainians to maintain such a distinction. I did not know that President Trump or others had raised Vice President Biden with Ukrainians or had conflated the investigation of possible Ukrainian corruption with investigation of the former vice president.
0201-11-19	Kurt Volker	W-Volker	W-Volker	In retrospect, for the Ukrainians, it would clearly have been confusing. In hindsight, I now understand that others saw the idea of investigating possible corruption involving the Ukrainian company, Burisma, as equivalent to investigating former Vice President Biden. I saw them as very different, the former being appropriate and unremarkable. The latter being unacceptable. In retrospect, I should’ve seen that connection differently and had I done so, I would have raised my own objections. Fourth, much has been made of the term, “three amigos” in reference to Secretary Perry, Ambassador Sondland and myself. I’ve never used that term and frankly cringe when I hear it because for me, the “three amigos” will always refer to Senator McCain, Senator Lieberman and Senator Graham in reference to their work to support the surge in Iraq. Moreover, I was never aware of any designation by President Trump or anyone else putting Ambassador Sondland or the three of us as a group in charge of Ukraine policy.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Rather, as I understood it, each of us in our own respective official capacities continued to work together after our attendance of President Zelensky’s inauguration to push for greater U.S. support for Ukraine. Leading the diplomacy around Ukraine negotiations have long been my official responsibility, but I welcomed the added support and influence of a cabinet member and our EU ambassador. Fifth, I was not aware that Ambassador Sondland spoke with President Trump on July 26th, while Ambassador Taylor and I were visiting the conflict zone. Mr. Chairman, members of the committee, allow me to thank you again for the opportunity to provide this testimony. I believe that U.S. foreign policy and national security interest in Ukraine are of critical importance and I’d be pleased to answer your questions. Thank you.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Thank you, Mr. Chairman. First off, the allegations themselves, including those against Ambassador Yovanovitch did not appear to me to be credible at all. I know her to be an incredibly competent professional. Someone I’ve worked with for many, many years. The suggestions that she was acting in some inappropriate manner were not credible to me. I’ve known Vice President Biden for a long time. Those accusations were not credible. And then separate from that, I also was aware of the political situation in Ukraine. We had a situation where President Poroshenko appeared to not be in a favorable position going into the elections. Where it was increasingly apparent then candidate Zelensky was going to win. As is often the case in Ukraine, a change in power would mean change in prosecutorial powers as well. And there have been efforts in the past at prosecuting the previous government.
0201-11-19	Kurt Volker	W-Volker	W-Volker	I think Mr. Lutsenko in my estimation, and I said this to Mayor Giuliani when I met with him, was interested in preserving his own position. He wanted to avoid being fired by a new government in order to prevent prosecution of himself, possible prosecution of himself. Possibly also this is something that President Poroshenko would’ve welcomed as well because he probably would have avoided any efforts to prosecute President Poroshenko as well. So by making allegations like this and making sure they were reaching U.S. media, I think that Mr. Lutsenko was trying to make himself appear to be an important and influential player in the United States.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Simply because I’ve known Vice President, former Vice President Biden for a long time. I know how he respects his duties of higher office and it’s just not credible to me that a Vice President of the United States is going to do anything other than act as how he sees best for the national interest.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Yeah. That others did not see the distinction between these things as I saw it. As I said, there is a history of corruption in Ukraine. There’s a history with the company of Burisma that’s been investigated. That is well known. There is a separate allegation about the vice president acting inappropriately. His son was a board member of this company, but those things I saw as completely distinct .and what I was trying to do in working with Ukrainians was to thread a needle to see whether things that they can do that are appropriate and reasonable as part of Ukraine’s own policy of fighting corruption. That helped clarify for our President that are committed to that very effort. If there’s a way to thread that needle, I thought it was worth the effort to try to solve that problem. As it turns out, I now understand that most of the other people didn’t see or didn’t consider this distinction, that for them it was synonymous.
0201-11-19	Kurt Volker	W-Volker	W-Volker	That is correct.
0201-11-19	Kurt Volker	W-Volker	W-Volker	I would’ve objected to that, yes sir.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Well I believe that they were separate. And this references the conversation I had with Mr. Giuliani as well, where I think the allegations against Vice President Biden are self-serving and not credible. Separate question is whether it is appropriate for Ukraine to investigate possible corruption of Ukrainians that may have tried to corrupt things or buy influence. To me they are very different things and as I said, I think the former is unacceptable, I think the latter in this case [crosstalk 00:51:39]
0201-11-19	Kurt Volker	W-Volker	W-Volker	I knew that he had been a board member of the company, yes.
0201-11-19	Kurt Volker	W-Volker	W-Volker	That’s why it was so important to maintain a distinction.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Yeah.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Yes.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Yes. So I say, “Hi Gordon. Got your message. Had a great lunch with Yermak and then passed your message to him. He will see you tomorrow. Think everything is in place.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Andre Yermak is the senior advisor to President Zelensky of Ukraine.
0201-11-19	Kurt Volker	W-Volker	W-Volker	That President Zelensky should be clear, convincing, forthright with President Trump about his commitment to fighting corruption, investigating what happened in the past, get to the bottom of things, whatever there is. And if he does that, President Trump was prepared to be reassured that he would say, “Yes, come on, let’s get this date for this visit scheduled.
0201-11-19	Kurt Volker	W-Volker	W-Volker	I wasn’t sure whether he had or not. He, as Mr. Morrison just said, said that he does speak with President Trump. I knew that he had conversations in general. I didn’t know specifically about one leading up to this.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Yes.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Yes, I believe because of the time difference. This is actually in the afternoon in Ukraine.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Right-
0201-11-19	Kurt Volker	W-Volker	W-Volker	Yes. And just after the lunch that I had with Andre Yermak. Says, “Good lunch, thanks. Heard from White House, assuming President Z convinces Trump he will investigate, get to the bottom of what happened in 2016, we will nail down date for visit to Washington. Good luck. See you tomorrow, Kurt.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Yes.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Sir, I don’t recall that language from my testimony, it’s from my October 3rd testimony?
0201-11-19	Kurt Volker	W-Volker	W-Volker	Thank you. Well, what I do mean by that, and I’d like to phrase it in my own words now, is I don’t think that raising 2016 elections or Vice President Biden or these things that I consider to be conspiracy theories that have been circulated by the Ukrainians, particularly the former prosecutor general, are sort of, they’re not things that we should be pursuing as part of our national security strategy with Ukraine. We should be supporting Ukraine’s democracy, reforms, its own fight against corruption domestically, its struggle against Russia, its defense capabilities. These are the heart of what we should be doing and I don’t think pursuing these things serves a national interest.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Yes.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Yes.
0201-11-19	Kurt Volker	W-Volker	W-Volker	I didn’t take it as an instruction, I want to be clear about that. He said, “That’s not what I hear.” When we were giving him our assessment about President Zelensky and where Ukraine is headed, “That’s not what I hear. I are terrible things. He’s got terrible people around him, talk to Rudy.” And I understood in that context, him just saying, that’s where he hears it from. I didn’t take it as an instruction.
0201-11-19	Kurt Volker	W-Volker	W-Volker	No, I didn’t take it that way. I took it as, just part of the dialogue that “I hear other things, I hear them from Rudy Giuliani or other people. That’s not what’s going on. He’s surrounded by terrible people. Talk to Rudy.” It just seemed like part of the dialogue.
0201-11-19	Kurt Volker	W-Volker	W-Volker	After that meeting not immediately, no. Remember this was May 23rd and we continued to proceed with our effort to get the White House visit for President Zelensky scheduled and to keep ramping up our support for the new Ukrainian president, and ultimately the new Ukrainian government. I did, however, on July 2nd as I was becoming concerned that we were not succeeding at this, to tell President Zelensky, “I think we have a problem.” And that problem being this negative feed of information from Mr. Giuliani.
0201-11-19	Kurt Volker	W-Volker	W-Volker	That is correct.
0201-11-19	Kurt Volker	W-Volker	W-Volker	That is correct.
0201-11-19	Kurt Volker	W-Volker	W-Volker	That is correct.
0201-11-19	Kurt Volker	W-Volker	W-Volker	I think that he felt that he was not well understood by President Trump. He is a charismatic leader who ran a remarkable campaign in Ukraine against the legacy of corruption and political mullahs that had been there. He had a massive showing in the presidential election, 73% support. He believed he was leading a movement of major change in Ukraine, and that President Trump did not see that or didn’t appreciate that. But if he had a chance to sit down and speak with President Trump face to face, he believed that he could be very convincing about that and I agree with him.
0201-11-19	Kurt Volker	W-Volker	W-Volker	It was my assessment, and I believe it was also what President Zelensky believed.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Yes, that is correct.
0201-11-19	Kurt Volker	W-Volker	W-Volker	They met in Madrid.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Madrid.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Only when I spoke with Mr. Giuliani afterwards, he said that he thought Ukraine should issue a statement. And then I spoke with Mr. Yermak after that, and he said yes and we are prepared to make a statement. And that then kicked off the series of discussions that I said in my testimony.
0201-11-19	Kurt Volker	W-Volker	W-Volker	He said something more general, as I recall. I recall him saying fight corruption, that their commitment to being different. Mr. Yermak told me when I spoke with him, as I recall, that the statement would include specific mention of Burisma and 2016.
0201-11-19	Kurt Volker	W-Volker	W-Volker	I said excellent with two exclamation points. How did you sway him with a smile afterwards?
0201-11-19	Kurt Volker	W-Volker	W-Volker	But how does he know that?
0201-11-19	Kurt Volker	W-Volker	W-Volker	Agree.
0201-11-19	Kurt Volker	W-Volker	W-Volker	It relates to the statement that he and Mr. Yermak had discussed.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Right. I wrote, I agree with your approach. Let’s iron out statement and use that to get date and then President Zelensky can go forward with it.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Sounds great.
0201-11-19	Kurt Volker	W-Volker	W-Volker	That’s correct.
0201-11-19	Kurt Volker	W-Volker	W-Volker	This is the first draft of that from Mr. Yermak after the conversations that we had.
0201-11-19	Kurt Volker	W-Volker	W-Volker	It does not.
0201-11-19	Kurt Volker	W-Volker	W-Volker	That is correct.
0201-11-19	Kurt Volker	W-Volker	W-Volker	That’s correct.
0201-11-19	Kurt Volker	W-Volker	W-Volker	That is the same Mr. Giuliani.
0201-11-19	Kurt Volker	W-Volker	W-Volker	I knew that he had adopted or was interested in all of those conspiracy theories that had come from Lutsenko.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Back in May.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Well, now what do we mean by these investigations?
0201-11-19	Kurt Volker	W-Volker	W-Volker	Burisma and 2016, yes.
0201-11-19	Kurt Volker	W-Volker	W-Volker	I didn’t find it that unusual. I think when you’re dealing with a situation where I believe the president was highly skeptical about President Zelensky being committed to really changing Ukraine after his entirely negative view of the country, that he would want to hear something more from President Zelensky to be convinced that, okay, I’ll give this guy a chance.
0201-11-19	Kurt Volker	W-Volker	W-Volker	Well, again, when we say these investigations, what I understood us to be talking about was Ukrainian corruption.
